小区名,地址,建造年限
碧桂园,文峰,3室2厅 | 99.22平米 | 东 | 精装 | 中楼层(共32层)  | 塔楼
香洲郡,嘉陵广场,3室2厅 | 104.28平米 | 东南 | 精装 | 低楼层(共6层)  | 板楼
南高苑,嘉陵广场,4室2厅 | 161.84平米 | 东南 | 精装 | 高楼层(共24层)  | 塔楼
王府花园,嘉陵广场,4室2厅 | 123.49平米 | 南 北 | 简装 | 中楼层(共16层)  | 塔楼
南高苑,嘉陵广场,3室2厅 | 145.08平米 | 东南 | 精装 | 低楼层(共29层)  | 塔楼
嘉南国际,嘉陵广场,3室2厅 | 95.38平米 | 东 | 精装 | 低楼层(共9层)  | 塔楼
舒巢一品,嘉陵广场,3室2厅 | 100.31平米 | 东北 | 精装 | 低楼层(共9层)  | 塔楼
坤隆花园,嘉陵广场,2室2厅 | 86.45平米 | 东南 南 | 简装 | 中楼层(共7层)  | 板楼
海山半島花園,西山风景区,3室2厅 | 100平米 | 东南 | 简装 | 中楼层(共6层)  | 暂无数据
水岸花都,西山风景区,3室2厅 | 118平米 | 东南 | 精装 | 高楼层(共6层)  | 板楼
圣辉观湖国际小区,南湖,3室2厅 | 108.29平米 | 南 北 | 精装 | 中楼层(共7层)  | 塔楼
海山半島花園,西山风景区,3室2厅 | 133.76平米 | 东北 | 简装 | 中楼层(共7层)  | 板楼
莱诗·柏林美墅,西山风景区,4室2厅 | 107平米 | 东南 | 精装 | 中楼层(共5层)  | 板楼
香洲郡,嘉陵广场,3室2厅 | 107.05平米 | 东南 | 精装 | 中楼层(共6层)  | 塔楼
以勤路5号,南湖,4室2厅 | 133.7平米 | 东 | 精装 | 高楼层(共6层)  | 板楼
格林悦城,嘉陵广场,2室2厅 | 83.19平米 | 西南 | 其他 | 低楼层(共6层)  | 塔楼
天庐二区,南湖,5室2厅 | 135平米 | 南 | 简装 | 低楼层(共6层)  | 塔楼
绿地控股金澜府,南湖,6室3厅 | 286.73平米 | 南 北 | 毛坯 | 低楼层(共4层)  | 暂无数据
香洲郡,嘉陵广场,5室1厅 | 168.4平米 | 东南 | 毛坯 | 高楼层(共9层)  | 塔楼
希望城一区,南湖,5室2厅 | 194.35平米 | 东南 | 精装 | 高楼层(共10层)  | 塔楼
天庐一区,南湖,4室3厅 | 206平米 | 东南 | 毛坯 | 中楼层(共4层)  | 板塔结合
碧桂园天玺湾,文峰,5室1厅 | 283平米 | 西南 | 简装 | 低楼层(共24层)  | 塔楼
碧桂园天玺湾,文峰,5室2厅 | 230平米 | 东南 | 毛坯 | 低楼层(共3层)  | 暂无数据
碧桂园天玺湾,文峰,5室2厅 | 245平米 | 东 | 毛坯 | 低楼层(共3层)  | 暂无数据
碧桂园天玺湾,文峰,5室2厅 | 258平米 | 南 | 毛坯 | 3层  | 塔楼 | 双拼别墅
碧桂园,文峰,5室2厅 | 227平米 | 东南 | 精装 | 3层  | 塔楼 | 双拼别墅
碧桂园天玺湾,文峰,5室2厅 | 258平米 | 南 北 | 毛坯 | 低楼层(共3层)  | 暂无数据
碧桂园,文峰,5室2厅 | 227平米 | 东南 南 | 毛坯 | 3层  | 塔楼 | 双拼别墅
碧桂园,文峰,5室2厅 | 250.23平米 | 东南 | 毛坯 | 3层  | 塔楼 | 双拼别墅
碧桂园,文峰,5室2厅 | 227.77平米 | 南 | 毛坯 | 3层  | 塔楼 | 双拼别墅
国鑫凤垭山,南湖,5室3厅 | 131.38平米 | 东南 | 毛坯 | 高楼层(共6层)  | 塔楼
阳光白马城二区,白马湖,3室2厅 | 95平米 | 东南 | 毛坯 | 高楼层(共6层)  | 塔楼
地中海蓝,嘉陵广场,5室3厅 | 249.57平米 | 东南 | 精装 | 3层  | 板楼 | 联排别墅
碧桂园,文峰,5室2厅 | 221.55平米 | 东北 | 毛坯 | 3层  | 塔楼 | 双拼别墅
天庐一区,南湖,5室3厅 | 176.31平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板楼
碧桂园天玺湾,文峰,5室2厅 | 282平米 | 东南 | 其他 | 低楼层(共24层)  | 塔楼
碧桂园,文峰,5室2厅 | 227平米 | 东南 | 毛坯 | 3层  | 塔楼 | 双拼别墅
碧桂园,文峰,5室2厅 | 221.5平米 | 南 | 毛坯 | 3层  | 塔楼 | 双拼别墅
地中海蓝,嘉陵广场,5室2厅 | 173.12平米 | 东南 | 精装 | 高楼层(共4层)  | 板楼
国税苑,西山风景区,4室2厅 | 170平米 | 南 | 精装 | 高楼层(共7层)  | 暂无数据
南门壹号,西山风景区,5室2厅 | 133平米 | 东南 | 毛坯 | 中楼层(共31层)  | 塔楼
南门壹号,西山风景区,4室2厅 | 115平米 | 东南 | 其他 | 高楼层(共31层)  | 塔楼
莱诗·柏林美墅,西山风景区,6室1厅 | 180平米 | 东南 | 其他 | 低楼层(共9层)  | 板楼
阳光御园,南湖,3室2厅 | 83.35平米 | 东南 | 毛坯 | 低楼层(共30层)  | 塔楼
阳光西山秘境,西山风景区,3室1厅 | 81平米 | 东南 | 其他 | 低楼层(共27层)  | 塔楼
南门壹号,西山风景区,3室2厅 | 110平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼
海山半島花園,西山风景区,3室1厅 | 103平米 | 东 | 其他 | 低楼层(共6层)  | 暂无数据
中虹国际一区,嘉陵广场,3室2厅 | 95.28平米 | 南 北 | 其他 | 高楼层(共32层)  | 塔楼
南充恒大城,南湖,3室1厅 | 113平米 | 东 北 东北 | 其他 | 高楼层(共32层)  | 塔楼
阳光西山翰林,白马湖,3室2厅 | 88平米 | 东南 | 其他 | 低楼层(共33层)  | 暂无数据
碧桂园,文峰,3室2厅 | 101平米 | 南 | 其他 | 高楼层(共32层)  | 塔楼
嘉南国际,嘉陵广场,3室2厅 | 136.16平米 | 东 | 毛坯 | 低楼层(共6层)  | 板楼
南湖凯旋广场,南湖,3室2厅 | 94.22平米 | 东南 | 其他 | 低楼层(共26层)  | 塔楼
南山府邸,文峰,3室2厅 | 118平米 | 东南 | 其他 | 高楼层(共26层)  | 塔楼
格林悦城,嘉陵广场,4室2厅 | 133.6平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼
王府花园A区,嘉陵广场,3室2厅 | 120.96平米 | 东南 | 其他 | 中楼层(共6层)  | 暂无数据
凤山丽景,南湖,3室2厅 | 78平米 | 东南 南 | 其他 | 高楼层(共6层)  | 板楼
世纪名扬,嘉陵广场,4室2厅 | 182平米 | 东南 | 精装 | 中楼层(共6层)  | 板楼
鸿华城,南湖,4室2厅 | 107.21平米 | 南 北 | 其他 | 高楼层(共30层)  | 塔楼
南充恒大城,南湖,3室2厅 | 122平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼
罗曼大厦,嘉陵广场,3室2厅 | 116平米 | 东南 西南 | 简装 | 低楼层(共25层)  | 塔楼
嘉州玫瑰花园,嘉陵广场,3室2厅 | 106.22平米 | 东南 南 | 其他 | 高楼层(共6层)  | 板楼
嘉州玫瑰花园,嘉陵广场,3室2厅 | 93平米 | 东 | 其他 | 高楼层(共18层)  | 塔楼
南山府邸,文峰,3室2厅 | 117.2平米 | 西南 | 其他 | 中楼层(共26层)  | 塔楼
梧桐山庄,南湖,4室2厅 | 135.16平米 | 南 北 | 其他 | 中楼层(共9层)  | 暂无数据
希望城一区,南湖,3室2厅 | 96平米 | 南 | 毛坯 | 高楼层(共27层)  | 塔楼
蓝光香江国际二期四区,西山风景区,3室1厅 | 105平米 | 东 | 其他 | 中楼层(共30层)  | 塔楼
蓝光香江国际二期四区,西山风景区,4室2厅 | 106平米 | 南 | 其他 | 高楼层(共30层)  | 塔楼
九洲名苑,嘉陵广场,3室2厅 | 101平米 | 东南 | 其他 | 高楼层(共25层)  | 塔楼
耀目小区,嘉陵广场,4室2厅 | 130平米 | 东南 | 其他 | 低楼层(共7层)  | 板楼
南充恒大城,南湖,3室1厅 | 125平米 | 南 | 其他 | 低楼层(共26层)  | 塔楼
美宇悦庭,白马湖,2室1厅 | 72平米 | 东南 | 简装 | 高楼层(共27层)  | 塔楼
名仕公馆,嘉陵广场,2室2厅 | 76平米 | 南 | 精装 | 中楼层(共7层)  | 塔楼
逸水兰庭,嘉陵广场,2室1厅 | 87平米 | 东北 | 精装 | 低楼层(共15层)  | 塔楼
地中海蓝,嘉陵广场,1室1厅 | 46.93平米 | 东南 | 简装 | 中楼层(共18层)  | 板塔结合
碧桂园,文峰,2室2厅 | 87平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼
嘉楠绿洲,南湖,2室1厅 | 81.5平米 | 东 | 精装 | 高楼层(共11层)  | 塔楼
南山府邸,文峰,2室2厅 | 90.4平米 | 东南 | 毛坯 | 中楼层(共23层)  | 塔楼
王府花园D区,嘉陵广场,2室1厅 | 90.5平米 | 东南 | 精装 | 高楼层(共5层)  | 暂无数据
圣辉观湖国际小区,南湖,2室2厅 | 77.84平米 | 东南 | 其他 | 中楼层(共16层)  | 塔楼
香槟尚城,嘉陵广场,2室2厅 | 74.94平米 | 东南 | 精装 | 高楼层(共24层)  | 塔楼
华林广场,南湖,3室2厅 | 99.46平米 | 南 | 毛坯 | 低楼层(共17层)  | 塔楼
九洲名苑,嘉陵广场,2室1厅 | 77平米 | 东南 | 其他 | 高楼层(共27层)  | 塔楼
耀目路2段67号,嘉陵广场,2室1厅 | 83平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据
碧桂园,文峰,2室2厅 | 84平米 | 东南 | 其他 | 中楼层(共32层)  | 塔楼
新巢时代,嘉陵广场,3室2厅 | 135平米 | 东南 | 其他 | 低楼层(共6层)  | 板楼
蓝光香江花园,南湖,4室2厅 | 147平米 | 东北 | 毛坯 | 低楼层(共31层)  | 塔楼
华尔兹庄园,南湖,3室2厅 | 107平米 | 北 | 精装 | 低楼层(共6层)  | 板楼
阳光西山秘境,西山风景区,3室2厅 | 81平米 | 南 | 精装 | 中楼层(共27层)  | 塔楼
金山大厦,嘉陵广场,3室2厅 | 103.5平米 | 东南 | 简装 | 中楼层(共24层)  | 板塔结合
龍鳯栖,嘉陵广场,3室2厅 | 98.56平米 | 东南 | 精装 | 高楼层(共6层)  | 塔楼
塞纳印象,嘉陵广场,4室2厅 | 97.25平米 | 东南 | 简装 | 高楼层(共6层)  | 板楼
南充恒大城,南湖,3室2厅 | 125平米 | 东南 | 其他 | 高楼层(共26层)  | 塔楼
锦通·满庭芳,西山风景区,3室2厅 | 96.41平米 | 东 | 其他 | 中楼层(共6层)  | 板楼
碧桂园,文峰,3室2厅 | 112平米 | 东南 | 精装 | 低楼层(共32层)  | 塔楼
学梓青华,嘉陵广场,3室2厅 | 74平米 | 东南 | 简装 | 高楼层(共7层)  | 板楼
嘉禾苑,嘉陵广场,3室2厅 | 119平米 | 东 | 其他 | 中楼层(共6层)  | 板楼
顺城嘉苑,嘉陵广场,3室1厅 | 89.99平米 | 东南 | 其他 | 低楼层(共6层)  | 塔楼
锦通·满庭芳,西山风景区,3室2厅 | 84平米 | 东南 | 其他 | 高楼层(共18层)  | 塔楼
桂茗園小區,西山风景区,3室1厅 | 127.15平米 | 东南 | 其他 | 中楼层(共7层)  | 板楼
阳光西山秘境,西山风景区,3室2厅 | 86.4平米 | 南 | 精装 | 中楼层(共11层)  | 暂无数据
阳光西山秘境,西山风景区,3室2厅 | 81平米 | 东南 | 精装 | 中楼层(共27层)  | 塔楼
南门壹号,西山风景区,3室2厅 | 110.01平米 | 西南 | 精装 | 高楼层(共33层)  | 塔楼
碧桂园,文峰,3室1厅 | 101平米 | 西南 | 精装 | 高楼层(共32层)  | 塔楼
海山半島花園,西山风景区,3室2厅 | 137平米 | 东南 | 简装 | 中楼层(共6层)  | 暂无数据
碧桂园,文峰,3室2厅 | 105平米 | 西南 | 其他 | 低楼层(共32层)  | 塔楼
碧桂园,文峰,3室2厅 | 127.8平米 | 南 | 其他 | 高楼层(共32层)  | 塔楼
龙兴花园,嘉陵广场,2室2厅 | 63.16平米 | 东南 | 简装 | 高楼层(共6层)  | 板塔结合
南门壹号,西山风景区,3室1厅 | 110平米 | 东南 | 其他 | 高楼层(共33层)  | 塔楼
蓝光香江国际二期三区,西山风景区,4室2厅 | 137.1平米 | 南 | 其他 | 中楼层(共29层)  | 塔楼
公园大地,南湖,3室2厅 | 88平米 | 西南 | 其他 | 低楼层(共24层)  | 塔楼
阳光一品江城,文峰,3室1厅 | 82平米 | 南 | 其他 | 低楼层(共33层)  | 板塔结合
公园大地,南湖,3室2厅 | 88平米 | 西南 | 其他 | 低楼层(共24层)  | 塔楼
公园大地,南湖,3室2厅 | 123平米 | 东南 | 精装 | 中楼层(共7层)  | 塔楼
九洲名苑,嘉陵广场,3室2厅 | 101.53平米 | 东南 | 精装 | 高楼层(共27层)  | 塔楼
金山大厦,嘉陵广场,2室2厅 | 80.27平米 | 东南 | 精装 | 中楼层(共24层)  | 板塔结合
源泉小区,嘉陵广场,3室2厅 | 106.29平米 | 东 东南 南 西南 | 其他 | 中楼层(共7层)  | 板楼
火花路31号附4号,嘉陵广场,3室2厅 | 124.45平米 | 南 | 其他 | 中楼层(共8层)  | 暂无数据
绮园商住楼,嘉陵广场,4室2厅 | 139.4平米 | 西南 | 其他 | 高楼层(共6层)  | 平房
嘉州玫瑰花园,嘉陵广场,2室1厅 | 68.8平米 | 东南 | 其他 | 中楼层(共33层)  | 板塔结合
南虹路三段37号,嘉陵广场,4室2厅 | 139.7平米 | 南 | 其他 | 低楼层(共7层)  | 板楼
阳光西山秘境,西山风景区,3室2厅 | 101平米 | 东南 | 其他 | 中楼层(共9层)  | 暂无数据
嘉西路96号,西山风景区,3室2厅 | 109.06平米 | 东北 | 其他 | 中楼层(共7层)  | 板楼
阳光西山秘境,西山风景区,3室2厅 | 101平米 | 东南 | 其他 | 高楼层(共9层)  | 暂无数据
南岸乐都,南湖,3室2厅 | 126.41平米 | 东南 | 其他 | 低楼层(共7层)  | 板楼
南充市嘉陵区环境保护局,嘉陵广场,7室3厅 | 186平米 | 东南 | 其他 | 高楼层(共7层)  | 板楼
惠泽小区,嘉陵广场,2室2厅 | 86平米 | 东 南 | 其他 | 高楼层(共6层)  | 暂无数据
香洲郡,嘉陵广场,3室2厅 | 113.12平米 | 东南 | 简装 | 低楼层(共6层)  | 板楼
云鼎壹佰,嘉陵广场,2室1厅 | 54平米 | 东南 南 | 其他 | 低楼层(共33层)  | 塔楼
陈寿花园,西山风景区,3室2厅 | 118.02平米 | 西 | 精装 | 中楼层(共7层)  | 暂无数据
碧桂园天玺湾,文峰,5室2厅 | 282平米 | 东 南 北 | 其他 | 低楼层(共24层)  | 塔楼
碧桂园,文峰,5室3厅 | 221平米 | 东南 | 毛坯 | 3层  | 塔楼 | 双拼别墅
碧桂园天玺湾,文峰,5室2厅 | 282平米 | 东南 | 其他 | 低楼层(共24层)  | 塔楼
陈寿路295号,西山风景区,4室2厅 | 172平米 | 东南 | 简装 | 中楼层(共4层)  | 暂无数据
碧桂园,文峰,5室3厅 | 251平米 | 西南 | 其他 | 3层  | 塔楼 | 双拼别墅
世纪名扬,嘉陵广场,5室2厅 | 130.74平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼
碧桂园天玺湾,文峰,5室2厅 | 282平米 | 南 北 | 其他 | 高楼层(共24层)  | 塔楼
融创九棠府,南湖,6室2厅 | 178平米 | 东南 | 毛坯 | 低楼层(共3层)  | 暂无数据
碧桂园天玺湾,文峰,5室2厅 | 282平米 | 南 | 其他 | 中楼层(共24层)  | 塔楼
碧桂园天玺湾,文峰,5室2厅 | 281.8平米 | 东南 | 其他 | 中楼层(共7层)  | 塔楼
四季花都,嘉陵广场,3室2厅 | 123.6平米 | 东南 | 其他 | 中楼层(共6层)  | 板楼
名仕公馆,嘉陵广场,3室2厅 | 116.4平米 | 东南 | 其他 | 高楼层(共6层)  | 塔楼
阳光·白马城,白马湖,4室2厅 | 103平米 | 东 | 其他 | 高楼层(共9层)  | 塔楼
地中海蓝,嘉陵广场,4室2厅 | 169平米 | 南 | 简装 | 高楼层(共6层)  | 板楼
嘉南国际,嘉陵广场,4室2厅 | 114平米 | 南 北 | 其他 | 高楼层(共6层)  | 板楼
香槟尚城,嘉陵广场,4室2厅 | 118平米 | 东南 | 其他 | 高楼层(共6层)  | 板楼
希望城一区,南湖,5室1厅 | 204.98平米 | 东 | 其他 | 高楼层(共10层)  | 塔楼
碧桂园,文峰,6室3厅 | 227平米 | 东南 | 其他 | 3层  | 塔楼 | 双拼别墅
碧桂园,文峰,5室2厅 | 227平米 | 东 | 毛坯 | 3层  | 塔楼 | 双拼别墅
碧桂园天玺湾,文峰,5室2厅 | 281.16平米 | 南 | 简装 | 中楼层(共24层)  | 塔楼
蓝光香江国际二期五区,西山风景区,6室1厅 | 145平米 | 东南 | 毛坯 | 高楼层(共6层)  | 塔楼
美宇悦庭,白马湖,5室2厅 | 123平米 | 东南 | 其他 | 高楼层(共6层)  | 塔楼
海山半島花園,西山风景区,4室2厅 | 164平米 | 东南 | 其他 | 高楼层(共6层)  | 暂无数据
蓝光香江国际二期五区,西山风景区,4室2厅 | 137.76平米 | 南 | 其他 | 中楼层(共20层)  | 塔楼
梧桐山庄,南湖,5室2厅 | 147.68平米 | 南 | 其他 | 高楼层(共6层)  | 暂无数据
奥斯汀小镇,嘉陵广场,4室2厅 | 133.88平米 | 东南 | 精装 | 高楼层(共6层)  | 塔楼
碧桂园天玺湾,文峰,5室2厅 | 282.54平米 | 东南 南 | 其他 | 中楼层(共7层)  | 塔楼
南山府邸,文峰,2室1厅 | 89平米 | 西南 | 毛坯 | 低楼层(共23层)  | 塔楼
碧桂园,文峰,2室2厅 | 86.9平米 | 东南 | 精装 | 中楼层(共32层)  | 塔楼
塘殿堰小区,南湖,2室2厅 | 84.14平米 | 南 | 其他 | 中楼层(共7层)  | 板楼
碧桂园,文峰,2室1厅 | 86.48平米 | 东南 | 精装 | 中楼层(共32层)  | 塔楼
嘉楠绿洲,南湖,2室2厅 | 77平米 | 东北 | 精装 | 低楼层(共7层)  | 板楼
冠龙德盛佳苑,南湖,2室2厅 | 68.91平米 | 东南 | 精装 | 高楼层(共6层)  | 塔楼
嘉玉苑,南湖,2室1厅 | 70平米 | 东南 | 其他 | 高楼层(共7层)  | 暂无数据
乾道时代天骄,南湖,2室2厅 | 80平米 | 东南 | 精装 | 低楼层(共21层)  | 塔楼
誉峰小区,南湖,3室2厅 | 110.5平米 | 南 | 精装 | 中楼层(共11层)  | 塔楼
四季花都,嘉陵广场,2室1厅 | 46.04平米 | 南 | 简装 | 高楼层(共6层)  | 板楼
奥斯汀小镇,嘉陵广场,3室2厅 | 106.62平米 | 东南 | 简装 | 中楼层(共11层)  | 塔楼
舒巢一品,嘉陵广场,2室2厅 | 89.7平米 | 西南 | 精装 | 低楼层(共18层)  | 塔楼
碧桂园,文峰,2室1厅 | 86.48平米 | 东南 | 精装 | 高楼层(共32层)  | 塔楼
地中海蓝,嘉陵广场,2室1厅 | 63.43平米 | 东南 | 简装 | 低楼层(共18层)  | 板塔结合
王府花园,嘉陵广场,2室2厅 | 89.41平米 | 东南 | 简装 | 中楼层(共16层)  | 塔楼
莱诗·柏林美墅,西山风景区,3室2厅 | 101平米 | 东南 | 精装 | 高楼层(共5层)  | 板楼
悦麓名邸,南湖,3室2厅 | 93.66平米 | 南 | 毛坯 | 中楼层(共18层)  | 塔楼
南湖凯旋广场,南湖,3室2厅 | 95.17平米 | 东南 | 毛坯 | 高楼层(共23层)  | 塔楼
誉峰小区,南湖,3室1厅 | 126.26平米 | 东南 | 精装 | 中楼层(共11层)  | 塔楼
阳光西山秘境,西山风景区,3室2厅 | 83平米 | 东南 | 精装 | 中楼层(共27层)  | 塔楼
阳光西山秘境,西山风景区,3室2厅 | 88.02平米 | 南 | 其他 | 中楼层(共11层)  | 暂无数据
碧桂园,文峰,3室2厅 | 105平米 | 东南 | 精装 | 低楼层(共32层)  | 塔楼
白马汇悦台,白马湖,3室2厅 | 90平米 | 东南 | 毛坯 | 高楼层(共30层)  | 塔楼
蓝光香江国际二期五区,西山风景区,4室2厅 | 138平米 | 南 | 毛坯 | 低楼层(共20层)  | 塔楼
创信锦城,嘉陵广场,3室2厅 | 129平米 | 东南 | 毛坯 | 高楼层(共7层)  | 板楼
阳光西山秘境,西山风景区,3室2厅 | 100.62平米 | 东南 南 北 | 精装 | 中楼层(共11层)  | 暂无数据
绿地控股金澜府,南湖,3室2厅 | 112平米 | 东南 | 毛坯 | 中楼层(共10层)  | 暂无数据
公园大地,南湖,3室2厅 | 124.06平米 | 东南 | 其他 | 中楼层(共6层)  | 板塔结合
融创九棠府,南湖,6室3厅 | 160平米 | 西南 | 毛坯 | 低楼层(共4层)  | 暂无数据
祥和丽景,南湖,4室2厅 | 121平米 | 东南 | 精装 | 中楼层(共7层)  | 板楼
嘉楠绿洲,南湖,3室2厅 | 98平米 | 西南 | 精装 | 中楼层(共7层)  | 板楼
彩虹星城,南湖,3室1厅 | 89.88平米 | 东南 | 毛坯 | 高楼层(共32层)  | 暂无数据
蓝光香江国际二期五区,西山风景区,4室2厅 | 140平米 | 东南 | 毛坯 | 低楼层(共6层)  | 塔楼
香山美林,西山风景区,3室2厅 | 92平米 | 东南 | 简装 | 低楼层(共6层)  | 暂无数据
香山美林二区,西山风景区,3室2厅 | 103.74平米 | 东南 | 精装 | 低楼层(共6层)  | 板楼
悦麓名邸,南湖,3室2厅 | 94平米 | 南 北 | 毛坯 | 低楼层(共22层)  | 塔楼
南虹路三段37号,嘉陵广场,3室2厅 | 105平米 | 东南 | 毛坯 | 中楼层(共6层)  | 板楼
奥斯汀小镇,嘉陵广场,3室2厅 | 129平米 | 东南 | 毛坯 | 高楼层(共5层)  | 塔楼
希望城二区,南湖,3室2厅 | 102平米 | 南 东 | 毛坯 | 高楼层(共22层)  | 塔楼
彩虹星城,南湖,3室2厅 | 89.88平米 | 东南 | 毛坯 | 高楼层(共32层)  | 暂无数据
南域世家,嘉陵广场,4室1厅 | 132.96平米 | 东南 | 毛坯 | 高楼层(共6层)  | 板楼
华尔兹庄园,南湖,3室2厅 | 108平米 | 东南 | 毛坯 | 中楼层(共5层)  | 板楼
蓝光香江国际二期六区,西山风景区,3室1厅 | 104平米 | 东南 | 毛坯 | 高楼层(共20层)  | 塔楼
南湖凯旋广场,南湖,3室2厅 | 94.93平米 | 南 | 毛坯 | 低楼层(共23层)  | 塔楼
蓝光香江国际二期三区,西山风景区,4室2厅 | 116.5平米 | 东南 东 | 精装 | 高楼层(共29层)  | 塔楼
